finess;finess_geo;region;rs_finess;score_satisfaction;taux_reco_brut;type_enquete
590781951;590781951;Hauts de France;CLINIQUE DU CROISE LAROCHE-MARCQ EN BAROEUL;79.97;71.1;CHIRURGIE_AMBULATOIRE
590782298;590782298;Hauts de France;CLINIQUE MATERNITE DU PARC SAINT-SAULVE;76.67;60.8;CHIRURGIE_AMBULATOIRE
590782546;590782546;Hauts de France;SAS CLINIQUE DE VILLENEUVE D'ASCQ;76.48;64.6;CHIRURGIE_AMBULATOIRE
590782553;590782553;Hauts de France;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;75.77;64.2;CHIRURGIE_AMBULATOIRE
590788964;590788964;Hauts de France;SARL CLINIQUE DU PARC;77.47;67.5;CHIRURGIE_AMBULATOIRE
590790655;590790655;Hauts de France;CLINIQUE CHIRURGICALE SAINT ROCH A RONCQ;77.18;60.0;CHIRURGIE_AMBULATOIRE
590780193;590796975;Hauts de France;CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE LILLE;77.91;66.3;CHIRURGIE_AMBULATOIRE
590797353;590797353;Hauts de France;ETABLISSEMENT DE SANTE SAINT VINCENT-SAINT ANTOINE LILLE;76.72;63.6;CHIRURGIE_AMBULATOIRE
590782421;590801106;Hauts de France;CENTRE HOSPITALIER DE ROUBAIX;82.22;73.3;CHIRURGIE_AMBULATOIRE
590781902;590804696;Hauts de France;CENTRE HOSPITALIER DE TOURCOING;81.41;66.2;CHIRURGIE_AMBULATOIRE
590780193;590811279;Hauts de France;CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE LILLE;79.91;75.0;CHIRURGIE_AMBULATOIRE
590813176;590813176;Hauts de France;CLINIQUE DES HETRES;82.03;65.2;CHIRURGIE_AMBULATOIRE
590813382;590813382;Hauts de France;NOUVELLE CLINIQUE VILLETTE SA;78.8;66.5;CHIRURGIE_AMBULATOIRE
590813507;590813507;Hauts de France;POLYCLINIQUE DU VAL DE SAMBRE;75.9;61.5;CHIRURGIE_AMBULATOIRE
590815056;590815056;Hauts de France;CLINIQUE DE FLANDRE A COUDEKERQUE;79.79;75.0;CHIRURGIE_AMBULATOIRE
590816310;590816310;Hauts de France;CLINIQUE SAINT AME;77.77;63.3;CHIRURGIE_AMBULATOIRE
590817458;590817458;Hauts de France;CLINIQUE DE LA VICTOIRE;76.24;58.2;CHIRURGIE_AMBULATOIRE
600101984;600000053;Hauts de France;GROUPE HOSPIALIER PUBLIC DU SUD DE L'OISE;74.7;60.5;CHIRURGIE_AMBULATOIRE
600100648;600000186;Hauts de France;CENTRE HOSPITALIER GENERAL DE CLERMONT DE L'OISE;;;CHIRURGIE_AMBULATOIRE
600100713;600000194;Hauts de France;CENTRE HOSPITALIER DE BEAUVAIS;75.5;61.0;CHIRURGIE_AMBULATOIRE
600100721;600000285;Hauts de France;CH INTERCOMMUNAL COMPIÈGNE-NOYON;83.28;84.1;CHIRURGIE_AMBULATOIRE
600101984;600000467;Hauts de France;GROUPE HOSPIALIER PUBLIC DU SUD DE L'OISE;78.29;52.2;CHIRURGIE_AMBULATOIRE
600010862;600010862;Hauts de France;SAS CENTRE CHIRURGICAL DE CHANTILLY;79.9;76.8;CHIRURGIE_AMBULATOIRE
600100168;600100168;Hauts de France;CMC DES JOCKEYS DE CHANTILLY;80.57;78.3;CHIRURGIE_AMBULATOIRE
600100754;600100754;Hauts de France;POLYCLINIQUE SAINT CÔME;78.33;75.1;CHIRURGIE_AMBULATOIRE
600110175;600110175;Hauts de France;CLINIQUE DU PARC SAINT-LAZARE;76.13;67.5;CHIRURGIE_AMBULATOIRE
600100721;600113476;Hauts de France;CH INTERCOMMUNAL COMPIÈGNE-NOYON;75.35;62.0;CHIRURGIE_AMBULATOIRE
610780074;610000044;Normandie;CENTRE HOSPITALIER DE L'AIGLE;;;CHIRURGIE_AMBULATOIRE
610780082;610000051;Normandie;CENTRE HOSPITALIER INTERCOMMUNAL - ALENCON-MAMERS;77.99;56.8;CHIRURGIE_AMBULATOIRE
610780090;610000069;Normandie;CENTRE HOSPITALIER MARECHAL LECLERC - ARGENTAN;;;CHIRURGIE_AMBULATOIRE
610780165;610000119;Normandie;CENTRE HOSPITALIER GENERAL JACQUES MONOD FLERS;78.43;50.0;CHIRURGIE_AMBULATOIRE
610006421;610006421;Normandie;CLINIQUE D'ALENCON;74.82;59.9;CHIRURGIE_AMBULATOIRE
620000026;620000026;Hauts de France;ETABLISSEMENT HOPALE - CENTRE CALOT/HELIO;84.27;82.2;CHIRURGIE_AMBULATOIRE
620100057;620000034;Hauts de France;CENTRE HOSPITALIER D'ARRAS;78.47;62.5;CHIRURGIE_AMBULATOIRE
620100651;620000224;Hauts de France;CENTRE HOSPITALIER GERMON ET GAUTHIER BETHUNE BEUVRY;78.4;65.2;CHIRURGIE_AMBULATOIRE
620100685;620000257;Hauts de France;CENTRE HOSPITALIER DE LENS;74.96;47.8;CHIRURGIE_AMBULATOIRE
620101337;620000323;Hauts de France;CENTRE HOSPITALIER DE CALAIS;76.11;56.6;CHIRURGIE_AMBULATOIRE
620101360;620000349;Hauts de France;CENTRE HOSPITALIER DE LA REGION DE SAINT-OMER;81.87;58.4;CHIRURGIE_AMBULATOIRE
620103440;620000653;Hauts de France;CENTRE HOSPITALIER DUCHENNE DE BOULOGNE SUR MER;81.76;71.2;CHIRURGIE_AMBULATOIRE
620103432;620003202;Hauts de France;CENTRE HOSPITALIER DE L'ARRONDISSEMENT DE MONTREUIL;80.55;62.5;CHIRURGIE_AMBULATOIRE
620003376;620003376;Hauts de France;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;78.26;67.0;CHIRURGIE_AMBULATOIRE
620006049;620006049;Hauts de France;CLINIQUE CHIRURGICALE DE SAINT-OMER;78.66;70.0;CHIRURGIE_AMBULATOIRE
620025346;620025346;Hauts de France;POLYCLINIQUE DE LA CLARENCE;76.7;66.1;CHIRURGIE_AMBULATOIRE
620100099;620100099;Hauts de France;HOPITAL PRIVE ARRAS LES BONNETTES;78.69;71.4;CHIRURGIE_AMBULATOIRE
620100487;620100487;Hauts de France;CLINIQUE CHIR GYN ET SS DES ACACIAS A CUCQ;77.0;69.8;CHIRURGIE_AMBULATOIRE
620100735;620100735;Hauts de France;CLINIQUE ANNE ARTOIS;73.97;54.7;CHIRURGIE_AMBULATOIRE
620100750;620100750;Hauts de France;CLINIQUE AMBROISE PARE;79.33;78.1;CHIRURGIE_AMBULATOIRE
620101311;620101311;Hauts de France;CLINIQUE DES 2 CAPS;74.95;63.6;CHIRURGIE_AMBULATOIRE
620101501;620101501;Hauts de France;HOPITAL PRIVE DE BOIS BERNARD;75.15;60.2;CHIRURGIE_AMBULATOIRE
620106088;620106088;Hauts de France;CLINIQUE MEDICO CHIRURGICALE DE BRUAY-LABUISSIERE;78.38;78.0;CHIRURGIE_AMBULATOIRE
620116046;620116046;Hauts de France;CLINIQUE CHIRURGICALE D'HESDIN;;;CHIRURGIE_AMBULATOIRE
620118513;620118513;Hauts de France;CENTRE MEDICAL CHIRURGICAL OBSTETRICAL COTE D'OPALE;75.5;63.7;CHIRURGIE_AMBULATOIRE
630780989;630000404;Auvergne-Rhône-Alpes;CENTRE HOSPITALIER UNIVERSITAIRE DE CLERMONT-FERRAND;77.87;65.6;CHIRURGIE_AMBULATOIRE
630780997;630000412;Auvergne-Rhône-Alpes;CENTRE HOSPITALIER AMBERT;;;CHIRURGIE_AMBULATOIRE
630781003;630000420;Auvergne-Rhône-Alpes;CENTRE HOSPITALIER ISSOIRE PAUL ARDIER;79.14;69.2;CHIRURGIE_AMBULATOIRE
630781011;630000438;Auvergne-Rhône-Alpes;CENTRE HOSPITALIER DE RIOM;;;CHIRURGIE_AMBULATOIRE
630781029;630000446;Auvergne-Rhône-Alpes;CENTRE HOSPITALIER DE THIERS;;;CHIRURGIE_AMBULATOIRE
630000479;630000479;Auvergne-Rhône-Alpes;CENTRE REGIONAL DE LUTTE CONTRE LE CANCER JEAN PERRIN;83.76;89.3;CHIRURGIE_AMBULATOIRE
630780211;630780211;Auvergne-Rhône-Alpes;POLE SANTE REPUBLIQUE;76.59;60.3;CHIRURGIE_AMBULATOIRE
630780369;630780369;Auvergne-Rhône-Alpes;CLINIQUE DE LA PLAINE;79.59;72.0;CHIRURGIE_AMBULATOIRE
630780989;630781268;Auvergne-Rhône-Alpes;CENTRE HOSPITALIER UNIVERSITAIRE DE CLERMONT-FERRAND;74.8;54.5;CHIRURGIE_AMBULATOIRE
630781839;630781839;Auvergne-Rhône-Alpes;HOPITAL PRIVE LA CHATAIGNERAIE;75.88;67.7;CHIRURGIE_AMBULATOIRE
640780417;640000162;Nouvelle Aquitaine;CENTRE HOSPITALIER INTERCOMMUNAL DE LA COTE BASQUE;81.03;87.5;CHIRURGIE_AMBULATOIRE
640780821;640000410;Nouvelle Aquitaine;CENTRE HOSPITALIER D'OLORON SAINTE MARIE;81.23;73.0;CHIRURGIE_AMBULATOIRE
640781290;640000600;Nouvelle Aquitaine;CENTRE HOSPITALIER DE PAU;81.71;76.2;CHIRURGIE_AMBULATOIRE
640016580;640016580;Nouvelle Aquitaine;CENTRE DE CARDIOLOGIE DU PAYS BASQUE;83.0;78.7;CHIRURGIE_AMBULATOIRE
640017638;640017646;Nouvelle Aquitaine;CENTRE HOSPITALIER DE SAINT-PALAIS;80.79;85.4;CHIRURGIE_AMBULATOIRE
640018206;640018206;Nouvelle Aquitaine;CAPIO CLINIQUE BELHARRA;78.2;58.1;CHIRURGIE_AMBULATOIRE
640780268;640780268;Nouvelle Aquitaine;CLINIQUE DELAY;83.19;84.5;CHIRURGIE_AMBULATOIRE
640780490;640780490;Nouvelle Aquitaine;CAPIO CLINIQUE AGUILERA;77.5;63.5;CHIRURGIE_AMBULATOIRE
640780748;640780748;Nouvelle Aquitaine;POLYCLINIQUE COTE BASQUE SUD;80.53;75.3;CHIRURGIE_AMBULATOIRE
640780938;640780938;Nouvelle Aquitaine;POLYCLINIQUE MARZET;;;CHIRURGIE_AMBULATOIRE
640780946;640780946;Nouvelle Aquitaine;POLYCLINIQUE DE NAVARRE;73.7;57.0;CHIRURGIE_AMBULATOIRE
640780987;640780987;Nouvelle Aquitaine;CLINIQUE D'ORTHEZ;;;CHIRURGIE_AMBULATOIRE
640781225;640781225;Nouvelle Aquitaine;CLINIQUE CARDIOLOGIQUE ARESSY;78.27;62.0;CHIRURGIE_AMBULATOIRE
650780158;650000045;Occitanie;CENTRE HOSPITALIER LOURDES;;;CHIRURGIE_AMBULATOIRE
650783160;650000417;Occitanie;CENTRE HOSPITALIER DE BIGORRE;81.49;72.7;CHIRURGIE_AMBULATOIRE
650002579;650002579;Occitanie;CLINIQUE ORMEAU PYRENEES;76.97;63.0;CHIRURGIE_AMBULATOIRE
650780679;650780679;Occitanie;POLYCLINIQUE DE L'ORMEAU;74.21;44.7;CHIRURGIE_AMBULATOIRE
650780174;650784218;Occitanie;HOPITAUX DE LANNEMEZAN;82.68;86.2;CHIRURGIE_AMBULATOIRE
660780180;660000084;Occitanie;CENTRE HOSPITALIER DE PERPIGNAN;81.85;74.9;CHIRURGIE_AMBULATOIRE
660006305;660006305;Occitanie;FUSION DE LA ROUSSILLONNAISE ET ST CHRISTOPHE;77.91;80.8;CHIRURGIE_AMBULATOIRE
660780628;660780628;Occitanie;CLINIQUE DU VALLESPIR;79.37;62.7;CHIRURGIE_AMBULATOIRE
660780669;660780669;Occitanie;CLINIQUE NOTRE DAME D'ESPERANCE;78.8;74.2;CHIRURGIE_AMBULATOIRE
660780776;660780776;Occitanie;CLINIQUE SAINT MICHEL;79.97;73.3;CHIRURGIE_AMBULATOIRE
660780784;660780784;Occitanie;CLINIQUE SAINT PIERRE;77.32;67.1;CHIRURGIE_AMBULATOIRE
660790387;660790387;Occitanie;POLYCLINIQUE SAINT ROCH;78.16;64.8;CHIRURGIE_AMBULATOIRE
670780055;670000025;Grand Est;HOPITAUX UNIVERSITAIRES DE STRASBOURG;80.54;75.9;CHIRURGIE_AMBULATOIRE
670000033;670000033;Grand Est;CENTRE REGIONAL DE LUTTE CONTRE LE CANCER PAUL STRAUSS;;;CHIRURGIE_AMBULATOIRE
670780337;670000157;Grand Est;CENTRE HOSPITALIER DE HAGUENAU;82.74;74.8;CHIRURGIE_AMBULATOIRE
670780345;670000165;Grand Est;CENTRE HOSPITALIER SAINTE-CATHERINE DE SAVERNE;80.28;68.3;CHIRURGIE_AMBULATOIRE
670780543;670000272;Grand Est;CENTRE HOSPITALIER INTERCOMMUNAL DE LA LAUTER;78.25;73.3;CHIRURGIE_AMBULATOIRE
670017755;670000397;Grand Est;GROUPE HOSPITALIER SELESTAT OBERNAI;;;CHIRURGIE_AMBULATOIRE
670018068;670018068;Grand Est;CLINIQUE RHENA GCS ES;79.53;72.5;CHIRURGIE_AMBULATOIRE
670780055;670780113;Grand Est;HOPITAUX UNIVERSITAIRES DE STRASBOURG;79.74;74.4;CHIRURGIE_AMBULATOIRE
670780170;670780170;Grand Est;CLINIQUE DE L'ORANGERIE;80.19;73.2;CHIRURGIE_AMBULATOIRE
670780188;670780188;Grand Est;CLINIQUE SAINTE-BARBE DU GROUPE HOSPITALIER SAINT-VINCENT;76.08;58.5;CHIRURGIE_AMBULATOIRE
670780212;670780212;Grand Est;CLINIQUE SAINTE-ANNE DU GROUPE HOSPITALIER SAINT-VINCENT;79.22;72.9;CHIRURGIE_AMBULATOIRE
670780378;670780378;Grand Est;CLINIQUE SAINT-FRANCOIS;77.82;65.5;CHIRURGIE_AMBULATOIRE
670780386;670780386;Grand Est;CLINIQUE SAINTE-ODILE (HAGUENAU);80.07;65.1;CHIRURGIE_AMBULATOIRE
670780055;670783273;Grand Est;HOPITAUX UNIVERSITAIRES DE STRASBOURG;79.43;67.8;CHIRURGIE_AMBULATOIRE
670798636;670798636;Grand Est;CLINIQUE SAINT-LUC DU GROUPE HOSPITALIER SAINT- VINCENT;80.19;78.0;CHIRURGIE_AMBULATOIRE
680000320;680000320;Grand Est;CLINIQUE DIACONAT FONDERIE;;;CHIRURGIE_AMBULATOIRE
680000494;680000494;Grand Est;CLINIQUE DIACONAT ROOSEVELT;81.52;78.6;CHIRURGIE_AMBULATOIRE
680020336;680000544;Grand Est;GROUPE HOSPITALIER DE LA REGION DE MULHOUSE ET SUD ALSACE;82.11;76.0;CHIRURGIE_AMBULATOIRE
680020336;680000601;Grand Est;GROUPE HOSPITALIER DE LA REGION DE MULHOUSE ET SUD ALSACE;;;CHIRURGIE_AMBULATOIRE
680000973;680000684;Grand Est;HOPITAUX CIVILS DE COLMAR;;;CHIRURGIE_AMBULATOIRE
680001005;680000700;Grand Est;CENTRE HOSPITALIER DE GUEBWILLER;81.97;73.6;CHIRURGIE_AMBULATOIRE
680001195;680001195;Grand Est;HOPITAL ALBERT SCHWEITZER;81.51;83.7;CHIRURGIE_AMBULATOIRE
680020336;680004546;Grand Est;GROUPE HOSPITALIER DE LA REGION DE MULHOUSE ET SUD ALSACE;80.16;67.4;CHIRURGIE_AMBULATOIRE
680020088;680020088;Grand Est;NOUVELLE CLINIQUE DES TROIS FRONTIERES;77.46;64.4;CHIRURGIE_AMBULATOIRE
690780036;690000013;Auvergne-Rhône-Alpes;CH MONTGELAS;;;CHIRURGIE_AMBULATOIRE
690780044;690000021;Auvergne-Rhône-Alpes;CH DE SAINTE FOY LÈS LYON;70.82;42.4;CHIRURGIE_AMBULATOIRE
690000427;690000427;Auvergne-Rhône-Alpes;CTRE MEDICO-CHIR READAPT DES MASSUES;;;CHIRURGIE_AMBULATOIRE
690782222;690000575;Auvergne-Rhône-Alpes;HOPITAL NORD OUEST - VILLEFRANCHE;75.38;59.2;CHIRURGIE_AMBULATOIRE
690782271;690000625;Auvergne-Rhône-Alpes;HOPITAL NORD OUEST - TARARE;83.1;78.9;CHIRURGIE_AMBULATOIRE
690000880;690000880;Auvergne-Rhône-Alpes;CENTRE LEON BERARD;80.35;85.3;CHIRURGIE_AMBULATOIRE
690781810;690007539;Auvergne-Rhône-Alpes;HOSPICES CIVILS DE LYON;75.33;58.9;CHIRURGIE_AMBULATOIRE
690022959;690022959;Auvergne-Rhône-Alpes;HOP PRIVE MÈRE ENFANT NATECIA;72.35;51.5;CHIRURGIE_AMBULATOIRE
690023239;690023239;Auvergne-Rhône-Alpes;CLINIQUE DU PARC LYON;79.32;69.2;CHIRURGIE_AMBULATOIRE
690023411;690023411;Auvergne-Rhône-Alpes;HOPITAL PRIVE JEAN MERMOZ;74.9;61.5;CHIRURGIE_AMBULATOIRE
690041124;690041124;Auvergne-Rhône-Alpes;MEDIPOLE HOPITAL PRIVE;75.39;60.5;CHIRURGIE_AMBULATOIRE
690041132;690041132;Auvergne-Rhône-Alpes;MEDIPOLE HOPITAL MUTUALISTE;;;CHIRURGIE_AMBULATOIRE
690780093;690780093;Auvergne-Rhône-Alpes;HOPITAL D'INSTRUCTION DES ARMEES DESGENETTE;82.73;82.2;CHIRURGIE_AMBULATOIRE
690780226;690780226;Auvergne-Rhône-Alpes;CLINIQUE DE LA PART-DIEU;79.44;68.6;CHIRURGIE_AMBULATOIRE
690780259;690780259;Auvergne-Rhône-Alpes;CLINIQUE SAINT CHARLES LYON;80.01;70.6;CHIRURGIE_AMBULATOIRE
690780358;690780358;Auvergne-Rhône-Alpes;CLINIQUE DU VAL D'OUEST VENDOME;78.76;67.2;CHIRURGIE_AMBULATOIRE
690780366;690780366;Auvergne-Rhône-Alpes;CLINIQUE CHARCOT;80.87;77.4;CHIRURGIE_AMBULATOIRE
690780390;690780390;Auvergne-Rhône-Alpes;POLYCLINIQUE LYON-NORD;74.48;54.7;CHIRURGIE_AMBULATOIRE
690780416;690780416;Auvergne-Rhône-Alpes;GPE HOSP MUT LES PORTES DU SUD (EX CLINIQUE ROSERAIE);;;CHIRURGIE_AMBULATOIRE
690780648;690780648;Auvergne-Rhône-Alpes;CLINIQUE DE LA SAUVEGARDE;78.69;66.0;CHIRURGIE_AMBULATOIRE
690780655;690780655;Auvergne-Rhône-Alpes;HOPITAL PRIVE DE L'EST LYONNAIS (EX POLYCLINIQUE PASTEUR);78.96;69.6;CHIRURGIE_AMBULATOIRE
690780663;690780663;Auvergne-Rhône-Alpes;CLINIQUE TRENEL;78.39;66.3;CHIRURGIE_AMBULATOIRE
690781810;690783154;Auvergne-Rhône-Alpes;HOSPICES CIVILS DE LYON;79.96;70.8;CHIRURGIE_AMBULATOIRE
690781810;690784137;Auvergne-Rhône-Alpes;HOSPICES CIVILS DE LYON;78.06;68.6;CHIRURGIE_AMBULATOIRE
690781810;690784152;Auvergne-Rhône-Alpes;HOSPICES CIVILS DE LYON;81.0;76.9;CHIRURGIE_AMBULATOIRE
690781810;690784178;Auvergne-Rhône-Alpes;HOSPICES CIVILS DE LYON;;;CHIRURGIE_AMBULATOIRE
690781810;690784186;Auvergne-Rhône-Alpes;HOSPICES CIVILS DE LYON;;;CHIRURGIE_AMBULATOIRE
690793468;690793468;Auvergne-Rhône-Alpes;INFIRMERIE PROTESTANTE;79.21;76.0;CHIRURGIE_AMBULATOIRE
690805361;690805361;Auvergne-Rhône-Alpes;CENTRE HOSPITALIER SAINT JOSEPH SAINT LUC;79.14;69.7;CHIRURGIE_AMBULATOIRE
690807367;690807367;Auvergne-Rhône-Alpes;POLYCLINIQUE  DU BEAUJOLAIS;78.77;67.3;CHIRURGIE_AMBULATOIRE
700004591;700000029;Bourgogne-Franche-Comté;CHI HAUTE SAONE;75.23;61.9;CHIRURGIE_AMBULATOIRE
700780174;700780174;Bourgogne-Franche-Comté;CLINIQUE ST MARTIN;77.39;71.7;CHIRURGIE_AMBULATOIRE
710006859;710006859;Bourgogne-Franche-Comté;POLYCLINIQUE DU VAL DE SAONE;78.81;69.2;CHIRURGIE_AMBULATOIRE
710780644;710010067;Bourgogne-Franche-Comté;CH PARAY-LE-MONIAL;77.58;60.5;CHIRURGIE_AMBULATOIRE
710781451;710010786;Bourgogne-Franche-Comté;CH AUTUN;;;CHIRURGIE_AMBULATOIRE
710780917;710780917;Bourgogne-Franche-Comté;HOPITAL PRIVE SAINTE MARIE;75.45;59.4;CHIRURGIE_AMBULATOIRE
710781410;710781410;Bourgogne-Franche-Comté;CLINIQUE DU PARC;81.3;78.2;CHIRURGIE_AMBULATOIRE
710781824;710781824;Bourgogne-Franche-Comté;CENTRE ORTHOPEDIQUE MEDICO-CHIRURGICAL;80.83;77.3;CHIRURGIE_AMBULATOIRE
710780958;710978263;Bourgogne-Franche-Comté;CH WILLIAM MOREY  CHALON-SUR-SAONE;;;CHIRURGIE_AMBULATOIRE
710780263;710978289;Bourgogne-Franche-Comté;CH LES CHANAUX MÂCON;81.98;71.2;CHIRURGIE_AMBULATOIRE
710978347;710978347;Bourgogne-Franche-Comté;FONDATION HOTEL DIEU DU CREUSOT;77.42;61.3;CHIRURGIE_AMBULATOIRE
720000025;720000033;Pays de la Loire;CENTRE HOSPITALIER DU MANS;79.93;68.6;CHIRURGIE_AMBULATOIRE
720000199;720000199;Pays de la Loire;CLINIQUE DU PRE;75.8;64.6;CHIRURGIE_AMBULATOIRE
720000231;720000231;Pays de la Loire;CLINIQUE DU TERTRE ROUGE - POLE SANTE SUD;77.82;52.1;CHIRURGIE_AMBULATOIRE
720006022;720001437;Pays de la Loire;CENTRE HOSPITALIER LA FERTE BERNARD;82.08;64.8;CHIRURGIE_AMBULATOIRE
720016724;720016179;Pays de la Loire;CENTRE HOSPITALIER INTERCOMMUNAL;;;CHIRURGIE_AMBULATOIRE
720017748;720017748;Pays de la Loire;CENTRE MEDICO CHIRUGICAL DU MANS SITE DU POLE SANTE SUD;77.93;65.9;CHIRURGIE_AMBULATOIRE
730000015;730000031;Auvergne-Rhône-Alpes;CENTRE HOSPITALIER METROPOLE SAVOIE;79.98;75.7;CHIRURGIE_AMBULATOIRE
730780103;730000080;Auvergne-Rhône-Alpes;CH DE ST JEAN DE MAURIENNE;78.11;57.6;CHIRURGIE_AMBULATOIRE
730000015;730000098;Auvergne-Rhône-Alpes;CENTRE HOSPITALIER METROPOLE SAVOIE;83.15;83.6;CHIRURGIE_AMBULATOIRE
730780525;730000247;Auvergne-Rhône-Alpes;CENTRE HOSPITALIER DE BOURG ST MAURICE;;;CHIRURGIE_AMBULATOIRE
730002839;730000262;Auvergne-Rhône-Alpes;CH  ALBERTVILLE MOUTIERS;77.03;64.8;CHIRURGIE_AMBULATOIRE
730004298;730004298;Auvergne-Rhône-Alpes;HOPITAL PRIVE MEDIPOLE DE SAVOIE;78.34;70.9;CHIRURGIE_AMBULATOIRE
730012499;730012499;Auvergne-Rhône-Alpes;GCS CLINIQUE HERBERT;;;CHIRURGIE_AMBULATOIRE
740781133;740000237;Auvergne-Rhône-Alpes;CH ANNECY-GENEVOIS;77.89;69.8;CHIRURGIE_AMBULATOIRE
740781133;740000302;Auvergne-Rhône-Alpes;CH ANNECY-GENEVOIS;72.71;48.1;CHIRURGIE_AMBULATOIRE
740790381;740000328;Auvergne-Rhône-Alpes;CHI LES HOPITAUX DU LEMAN;76.68;61.5;CHIRURGIE_AMBULATOIRE
740014345;740014345;Auvergne-Rhône-Alpes;HOPITAL PRIVE PAYS DE SAVOIE;76.12;64.5;CHIRURGIE_AMBULATOIRE
740780416;740780416;Auvergne-Rhône-Alpes;CLINIQUE D'ARGONAY;77.27;63.4;CHIRURGIE_AMBULATOIRE
740780424;740780424;Auvergne-Rhône-Alpes;CLINIQUE GENERALE ANNECY;76.88;66.9;CHIRURGIE_AMBULATOIRE
740790258;740781141;Auvergne-Rhône-Alpes;CENTRE HOSPITALIER ALPES LEMAN;76.93;60.9;CHIRURGIE_AMBULATOIRE
740001839;740781224;Auvergne-Rhône-Alpes;CHI DES HOPITAUX DU PAYS DU MONT BLANC;77.07;67.5;CHIRURGIE_AMBULATOIRE
750110025;750000481;Ile de France;CENTRE HOSPITALIER NATIONAL OPHTALMOLOGIE DES QUINZE-VINGTS;77.19;71.9;CHIRURGIE_AMBULATOIRE
750062036;750000499;Ile de France;GHU PARIS PSY ET NEUROSCIENCES;;;CHIRURGIE_AMBULATOIRE
750000523;750000523;Ile de France;GROUPE HOSPITALIER PARIS SAINT-JOSEPH;78.96;75.6;CHIRURGIE_AMBULATOIRE
750000549;750000549;Ile de France;CLINIQUE FONDATION OPTHTALMOLOGIQUE ADOLPHE DE ROTHSCHILD;77.31;78.6;CHIRURGIE_AMBULATOIRE
750712184;750100042;Ile de France;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS (AP-HP);74.66;60.9;CHIRURGIE_AMBULATOIRE
750712184;750100075;Ile de France;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS (AP-HP);75.35;67.2;CHIRURGIE_AMBULATOIRE
750712184;750100091;Ile de France;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS (AP-HP);79.98;73.7;CHIRURGIE_AMBULATOIRE
750712184;750100109;Ile de France;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS (AP-HP);71.97;58.7;CHIRURGIE_AMBULATOIRE
750712184;750100125;Ile de France;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS (AP-HP);80.35;78.0;CHIRURGIE_AMBULATOIRE
750712184;750100166;Ile de France;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS (AP-HP);77.32;71.3;CHIRURGIE_AMBULATOIRE
750712184;750100208;Ile de France;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS (AP-HP);77.38;75.6;CHIRURGIE_AMBULATOIRE
750712184;750100232;Ile de France;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS (AP-HP);76.49;60.9;CHIRURGIE_AMBULATOIRE
750712184;750100273;Ile de France;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS (AP-HP);72.73;55.8;CHIRURGIE_AMBULATOIRE
750150013;750150013;Ile de France;HOPITAL PIERRE ROUQUES LES BLUETS;72.97;62.2;CHIRURGIE_AMBULATOIRE
750150104;750150104;Ile de France;INSTITUT MUTUALISTE MONTSOURIS;79.57;82.2;CHIRURGIE_AMBULATOIRE
750006728;750150237;Ile de France;GROUPE HOSPITALIER DIACONESSES-CROIX SAINT-SIMON;80.01;81.1;CHIRURGIE_AMBULATOIRE
750006728;750150260;Ile de France;GROUPE HOSPITALIER DIACONESSES-CROIX SAINT-SIMON;;;CHIRURGIE_AMBULATOIRE
750160012;750160012;Ile de France;SECTION MEDICALE ET HOSPITALIERE DE L'INSTITUT CURIE;77.34;74.9;CHIRURGIE_AMBULATOIRE
750300014;750300014;Ile de France;CLINIQUE MEDICO-CHIRURGICALE DU LOUVRE;74.46;57.9;CHIRURGIE_AMBULATOIRE
750300071;750300071;Ile de France;CLINIQUE GEOFFROY SAINT-HILAIRE;71.6;52.7;CHIRURGIE_AMBULATOIRE
750300089;750300089;Ile de France;CLINIQUE PARIS V;82.78;74.7;CHIRURGIE_AMBULATOIRE
750300097;750300097;Ile de France;INSTITUT ARTHUR VERNES;79.68;76.1;CHIRURGIE_AMBULATOIRE
750300121;750300121;Ile de France;FONDATION SAINT JEAN DE DIEU - CLINIQUE OUDINOT;82.45;81.8;CHIRURGIE_AMBULATOIRE
750300139;750300139;Ile de France;CLINIQUE DE L'ALMA;75.1;60.0;CHIRURGIE_AMBULATOIRE
750300154;750300154;Ile de France;MAISON DE CHIRURGIE CLINIQUE TURIN;76.02;58.0;CHIRURGIE_AMBULATOIRE
750300360;750300360;Ile de France;HOPITAL PRIVE DES PEUPLIERS;71.1;50.6;CHIRURGIE_AMBULATOIRE
750300410;750300410;Ile de France;CLINIQUE JEANNE D'ARC;71.89;39.2;CHIRURGIE_AMBULATOIRE
