finess;rs_finess;finess_geo;rs_finess_geo;region;participation;Depot;nb_rep_score_all_rea_ajust;score_all_rea_ajust;classement;evolution;nb_rep_score_accueil_rea_ajust;score_accueil_rea_ajust;nb_rep_score_PECinf_rea_ajust;score_PECinf_rea_ajust;nb_rep_score_PECmed_rea_ajust;score_PECmed_rea_ajust;nb_rep_score_chambre_rea_ajust;score_chambre_rea_ajust;nb_rep_score_repas_rea_ajust;score_repas_rea_ajust;nb_rep_score_sortie_rea_ajust;score_sortie_rea_ajust;taux_reco_brut;nb_reco_brut
130784713;HOPITAL PRIVE MARSEILLE BEAUREGARD VERT COTEAU;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;PACA;1- Obligatoire;1- Oui;1029.0;71.6;C;;1029.0;71.06;1029.0;79.07;1029.0;79.91;1029.0;71.38;1029.0;60.35;1029.0;58.81;55.1;1027.0
130784903;CLINIQUE LA PHOCEANNE;130784903;CLINIQUE LA PHOCEANNE;PACA;1- Obligatoire;1- Oui;152.0;83.56;A;;152.0;87.05;152.0;90.61;152.0;91.02;152.0;80.67;152.0;59.83;152.0;75.72;67.8;152.0
130785389;CLINIQUE CHANTECLER;130785389;CLINIQUE CHANTECLER;PACA;1- Obligatoire;1- Oui;76.0;76.5;B;;76.0;78.63;76.0;82.24;76.0;83.92;76.0;70.67;76.0;64.18;76.0;68.58;60.5;76.0
130785652;HOPITAL SAINT JOSEPH;130785652;HOPITAL SAINT JOSEPH;PACA;1- Obligatoire;1- Oui;1752.0;72.01;C;;1752.0;71.55;1752.0;80.14;1752.0;79.28;1752.0;70.37;1752.0;65.06;1752.0;59.51;57.9;1749.0
130785678;HOPITAL PRIVE MARSEILLE VERT COTEAU;130785678;HOPITAL PRIVE VERT COTEAU BEAUREGARD;PACA;1- Obligatoire;1- Oui;156.0;73.68;C;;156.0;74.82;156.0;80.77;156.0;79.0;156.0;69.86;156.0;65.26;156.0;63.91;39.1;156.0
130786361;POLYCLIN PARC RAMBOT HOP PRIV PROVENCE;130786361;POLYCLIN PARC RAMBOT HOP PRIV PROVENCE;PACA;1- Obligatoire;1- Oui;333.0;75.15;B;;333.0;73.22;333.0;82.49;333.0;82.16;333.0;81.17;333.0;54.4;333.0;64.38;66.3;332.0
130786445;MATERNITE CATHOLIQUE DE PROVENCE L'ETOILE;130786445;MATERNITE CATHOLIQUE PROVENCE L'ETOILE;PACA;1- Obligatoire;1- Oui;966.0;76.51;B;;966.0;79.68;966.0;82.97;966.0;81.11;966.0;75.29;966.0;67.06;966.0;64.72;73.3;965.0
130786742;HOPITAL D'INSTRUCTION DES ARMEES LAVERAN;130786742;HIA LAVERAN;PACA;1- Obligatoire;1- Oui;154.0;74.59;B;;154.0;73.87;154.0;83.31;154.0;83.54;154.0;69.55;154.0;51.86;154.0;69.04;66.0;153.0
130789159;CENTRE CARDIO VASCULAIRE VALMANTE;130789159;CENTRE CARDIO VASCULAIRE VALMANTE;PACA;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
130786049;ASSISTANCE PUBLIQUE DES HOPITAUX DE MARSEILLE;130804297;APHM HOPITAL LA TIMONE ENFANTS;PACA;1- Obligatoire;1- Oui;427.0;67.18;D;;427.0;61.42;427.0;78.18;427.0;78.15;427.0;55.15;427.0;46.11;427.0;64.17;41.1;426.0
130810740;CLINIQUE AXIUM;130810740;CLINIQUE AXIUM;PACA;1- Obligatoire;1- Oui;465.0;75.37;B;;465.0;74.66;465.0;83.16;465.0;83.91;465.0;71.14;465.0;63.73;465.0;65.37;59.0;463.0
140000035;CENTRE HOSPITALIER DE LISIEUX;140000027;CENTRE HOSPITALIER DE LISIEUX;Normandie;1- Obligatoire;1- Oui;92.0;70.77;C;;92.0;68.63;92.0;79.42;92.0;78.15;92.0;71.05;92.0;53.23;92.0;62.24;37.4;91.0
140000100;CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE;140000209;CHU COTE DE NACRE - CAEN;Normandie;1- Obligatoire;1- Oui;615.0;71.73;C;;615.0;71.2;615.0;80.89;615.0;79.84;615.0;67.75;615.0;53.71;615.0;62.21;49.3;614.0
140000118;CENTRE HOSPITALIER DE FALAISE;140000233;CENTRE HOSPITALIER DE FALAISE;Normandie;1- Obligatoire;1- Oui;84.0;74.49;B;;84.0;75.33;84.0;81.57;84.0;81.01;84.0;70.04;84.0;74.54;84.0;62.95;58.3;84.0
140000290;CLINIQUE NOTRE DAME - VIRE;140000290;CLINIQUE NOTRE DAME - VIRE;Normandie;1- Obligatoire;1- Oui;72.0;76.66;B;;72.0;75.76;72.0;84.8;72.0;81.75;72.0;78.46;72.0;59.06;72.0;66.74;59.7;72.0
140000159;CENTRE HOSPITALIER DE VIRE;140000373;CENTRE HOSPITALIER DE VIRE;Normandie;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
140000555;CENTRE REGIONAL DE LUTTE CONTRE LE CANCER FRANCOIS BACLESSE;140000555;CRLCC FRANCOIS BACLESSE - CAEN;Normandie;1- Obligatoire;1- Oui;267.0;78.7;A;;267.0;78.89;267.0;87.22;267.0;84.15;267.0;80.43;267.0;52.01;267.0;70.33;83.1;266.0
140002452;CLINIQUE DE LA MISERICORDE - CAEN;140002452;CLINIQUE DE LA MISERICORDE - CAEN;Normandie;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
140000100;CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE;140004383;CHR GEORGES CLEMENCEAU - CAEN;Normandie;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
140016759;POLYCLINIQUE DU PARC - CAEN;140016759;POLYCLINIQUE DU PARC - CAEN;Normandie;1- Obligatoire;1- Oui;375.0;73.72;C;;375.0;71.57;375.0;81.56;375.0;81.34;375.0;70.11;375.0;66.27;375.0;64.39;59.6;374.0
140017237;HOPITAL PRIVE ST MARTIN-CAEN;140017237;HOPITAL PRIVE ST MARTIN-CAEN;Normandie;1- Obligatoire;1- Oui;700.0;76.42;B;;700.0;77.02;700.0;83.91;700.0;84.4;700.0;75.14;700.0;60.26;700.0;65.75;68.5;699.0
140018730;POLYCLINIQUE DE LISIEUX;140018730;POLYCLINIQUE DE LISIEUX;Normandie;1- Obligatoire;1- Oui;37.0;78.22;A;;37.0;80.68;37.0;84.91;37.0;83.44;37.0;75.97;37.0;58.76;37.0;69.58;67.6;37.0
140000092;CENTRE HOSPITALIER DE BAYEUX;140024886;CENTRE HOSPITALIER - AUNAY-BAYEUX;Normandie;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
140026279;CENTRE HOSPITALIER DE LA COTE FLEURIE;140026410;CH COTE FLEURIE - SITE DE CRICQUEBOEUF;Normandie;1- Obligatoire;2- Non;;;DI;;;;;;;;;;;;;;;
140026709;POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF;140026709;POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF;Normandie;1- Obligatoire;1- Oui;72.0;76.8;B;;72.0;80.14;72.0;83.07;72.0;82.19;72.0;79.68;72.0;56.99;72.0;64.45;65.3;72.0
150780088;CENTRE HOSPITALIER DE SAINT FLOUR;150000032;CH DE SAINT-FLOUR;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
150780096;CENTRE HOSPITALIER H.MONDOR;150000040;CH HENRI MONDOR;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;400.0;69.6;D;;400.0;64.86;400.0;80.63;400.0;78.56;400.0;64.67;400.0;55.4;400.0;62.01;38.9;398.0
150780468;CENTRE HOSPITALIER DE MAURIAC;150000164;CH DE MAURIAC;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
150780732;CENTRE MEDICO-CHIRURGICAL DE TRONQUIERES;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;210.0;77.79;A;;210.0;78.55;210.0;82.75;210.0;83.86;210.0;77.98;210.0;62.61;210.0;70.09;67.1;210.0
160000170;CLINIQUE SAINT-JOSEPH - ANGOULEME;160000170;CLINIQUE SAINT-JOSEPH;Nouvelle Aquitaine;1- Obligatoire;1- Oui;93.0;73.0;C;;93.0;68.99;93.0;81.75;93.0;83.45;93.0;67.16;93.0;58.37;93.0;67.13;53.3;92.0
160000451;CENTRE HOSPITALIER D'ANGOULEME;160000253;CENTRE HOSPITALIER D'ANGOULEME;Nouvelle Aquitaine;1- Obligatoire;1- Oui;171.0;72.3;C;;171.0;70.78;171.0;80.74;171.0;78.71;171.0;75.11;171.0;56.06;171.0;61.05;46.8;171.0
160000279;CLINIQUE DE COGNAC;160000279;CLINIQUE DE COGNAC;Nouvelle Aquitaine;1- Obligatoire;1- Oui;53.0;73.69;C;;53.0;77.34;53.0;79.63;53.0;80.04;53.0;70.49;53.0;57.97;53.0;63.06;50.9;53.0
160006037;CH HOPITAUX DU SUD CHARENTE;160000303;CH HOPITAUX SUD-CHARENTE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
160000485;CENTRE HOSPITALIER DE CONFOLENS;160000311;CENTRE HOSPITALIER CONFOLENS;Nouvelle Aquitaine;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
160000493;CENTRE HOSPITALIER DE RUFFEC;160000337;CENTRE HOSPITALIER DE RUFFEC;Nouvelle Aquitaine;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
160013207;CENTRE CLINICAL SA;160013207;CENTRE CLINICAL SA;Nouvelle Aquitaine;1- Obligatoire;1- Oui;584.0;76.69;B;;584.0;78.86;584.0;82.64;584.0;82.54;584.0;77.7;584.0;60.46;584.0;66.18;67.5;584.0
160014411;CTRE HOSP INTERCOMM DU PAYS DE COGNAC;160015368;HOPITAUX DU GRAND COGNAC;Nouvelle Aquitaine;1- Obligatoire;1- Oui;82.0;73.16;C;;82.0;73.3;82.0;80.67;82.0;78.06;82.0;78.42;82.0;64.65;82.0;58.73;48.8;82.0
170780050;CENTRE HOSPITALIER DE JONZAC;170000038;CENTRE HOSPITALIER JONZAC;Nouvelle Aquitaine;1- Obligatoire;2- Non;;;DI;;;;;;;;;;;;;;;
170024194;CH GROUPE HOSPITALIER DE LA ROCHELLE-RE-AUNIS;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;1230.0;71.73;C;;1230.0;69.33;1230.0;80.44;1230.0;79.35;1230.0;69.49;1230.0;59.82;1230.0;62.74;48.1;1221.0
170780167;CH DE SAINT-JEAN D'ANGELY;170000095;CENTRE HOSPITALIER ST-JEAN D'ANGELY;Nouvelle Aquitaine;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
170780175;CTRE HOSP. DE SAINTONGE - SAINTES;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;Nouvelle Aquitaine;1- Obligatoire;1- Oui;294.0;72.35;C;;294.0;71.36;294.0;79.89;294.0;79.4;294.0;73.58;294.0;56.65;294.0;61.94;48.5;293.0
170780191;CENTRE HOSPITALIER DE ROYAN;170000129;CENTRE HOSPITALIER ROYAN;Nouvelle Aquitaine;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
170780225;CENTRE HOSPITALIER ROCHEFORT;170000152;CENTRE HOSPITALIER ROCHEFORT;Nouvelle Aquitaine;1- Obligatoire;1- Oui;299.0;74.75;B;;299.0;77.0;299.0;82.25;299.0;80.31;299.0;74.98;299.0;60.25;299.0;63.1;56.6;297.0
170780563;ETAB. DE SOINS PASTEUR - ROYAN;170780563;ETAB. DE SOINS PASTEUR - ROYAN;Nouvelle Aquitaine;1- Obligatoire;1- Oui;467.0;77.51;A;;467.0;77.85;467.0;83.33;467.0;82.49;467.0;75.63;467.0;66.23;467.0;70.91;72.4;467.0
170780613;CLINIQUE DU MAIL - LA ROCHELLE;170780613;CLINIQUE DU MAIL;Nouvelle Aquitaine;1- Obligatoire;1- Oui;254.0;77.14;B;;254.0;75.53;254.0;84.27;254.0;84.15;254.0;75.69;254.0;55.24;254.0;72.6;65.2;253.0
170780621;POLYCLINIQUE SAINT GEORGES;170780621;POLYCLINIQUE SAINT GEORGES;Nouvelle Aquitaine;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
170780647;CLINIQUE RICHELIEU - SAINTES;170780647;CLINIQUE RICHELIEU - SAINTES;Nouvelle Aquitaine;2- Facultatif;1- Oui;34.0;82.02;A;;34.0;83.55;34.0;89.64;34.0;88.85;34.0;80.23;34.0;66.62;34.0;71.65;82.4;34.0
170780662;CAPIO CLINIQUE DE L'ATLANTIQUE;170780662;CLINIQUE DE L'ATLANTIQUE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;119.0;76.81;B;;119.0;77.33;119.0;83.44;119.0;84.77;119.0;75.94;119.0;51.69;119.0;70.24;64.7;119.0
180000028;CH JACQUES COEUR  DE BOURGES;180000010;CH  BOURGES - JACQUES COEUR;Centre-Val de Loire;1- Obligatoire;1- Oui;35.0;71.45;C;;35.0;70.3;35.0;78.41;35.0;80.23;35.0;68.29;35.0;65.04;35.0;59.58;51.4;35.0
180000051;CH DE VIERZON;180000200;CH DE VIERZON;Centre-Val de Loire;1- Obligatoire;1- Oui;47.0;75.17;B;;47.0;72.43;47.0;82.66;47.0;81.69;47.0;74.76;47.0;66.81;47.0;65.38;63.8;47.0
180000069;CH DE SAINT AMAND-MONTROND;180000283;CH SAINT AMAND-MONTROND;Centre-Val de Loire;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
180004145;HOPITAL PRIVE GUILLAUME DE VARYE;180004145;HOPITAL PRIVE GUILLAUME DE VARYE;Centre-Val de Loire;1- Obligatoire;1- Oui;314.0;76.32;B;;314.0;77.05;314.0;82.95;314.0;82.5;314.0;75.79;314.0;62.51;314.0;66.0;66.0;312.0
180010209;POLE SANTE PRIVE-PUBLIC ST AMANDOIS-ET;180010209;POLE SANTE PRIVE-PUBLIC ST AMANDOIS-ET;Centre-Val de Loire;2- Facultatif;1- Oui;31.0;82.06;A;;31.0;80.82;31.0;88.37;31.0;86.15;31.0;80.0;31.0;73.5;31.0;74.91;87.1;31.0
190000042;CENTRE HOSPITALIER DUBOIS BRIVE;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;182.0;70.78;C;;182.0;64.9;182.0;79.99;182.0;76.68;182.0;72.67;182.0;65.32;182.0;61.01;44.2;181.0
190000059;CENTRE HOSPITALIER COEUR DE CORREZE;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;57.0;73.85;C;;57.0;72.51;57.0;83.58;57.0;80.77;57.0;68.61;57.0;61.76;57.0;64.78;50.9;57.0
190000075;CENTRE HOSPITALIER D'USSEL;190000091;CENTRE HOSPITALIER D'USSEL;Nouvelle Aquitaine;1- Obligatoire;1- Oui;56.0;71.81;C;;56.0;69.84;56.0;80.07;56.0;79.31;56.0;72.97;56.0;66.87;56.0;59.5;54.5;55.0
190000224;CLINIQUE LES CEDRES BRIVE;190000224;CLINIQUE LES CEDRES BRIVE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;244.0;75.67;B;;244.0;77.77;244.0;83.03;244.0;82.45;244.0;74.44;244.0;55.37;244.0;65.85;57.8;244.0
190000257;CLINIQUE  SAINT-GERMAIN  BRIVE;190000257;CLINIQUE  SAINT-GERMAIN  BRIVE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;55.0;81.87;A;;55.0;80.45;55.0;88.69;55.0;87.1;55.0;80.53;55.0;68.81;55.0;74.84;61.8;55.0
210011847;POLYCLINIQUE DU PARC DREVON;210011847;POLYCLINIQUE DU PARC DREVON;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;75.0;76.43;B;;75.0;73.47;75.0;83.39;75.0;84.01;75.0;72.65;75.0;64.01;75.0;70.68;45.3;75.0
210012670;HOPITAL PRIVE DIJON BOURGOGNE;210012670;HOPITAL PRIVE DIJON BOURGOGNE;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;757.0;73.93;C;;757.0;72.95;757.0;80.83;757.0;81.68;757.0;80.09;757.0;58.48;757.0;59.67;55.2;755.0
210780789;CLINIQUE MUTUALISTE BENIGNE-JOLY A TALANT;210780789;CLINIQUE MUTUALISTE BENIGNE JOLY;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;117.0;77.26;B;;117.0;74.16;117.0;85.5;117.0;84.04;117.0;77.0;117.0;67.03;117.0;67.96;69.2;117.0
210780581;CENTRE HOSPITALIER UNIVERSITAIRE DE DIJON;210987558;HOPITAL LE BOCAGE CHRU DIJON;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;2768.0;72.83;C;;2768.0;72.49;2768.0;81.18;2768.0;79.69;2768.0;72.04;2768.0;61.57;2768.0;61.1;60.6;2762.0
210012175;HOSPICES CIVILS DE BEAUENE;210987574;CH ARNAY LE DUC;Bourgogne-Franche-Comté;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
210012175;HOSPICES CIVILS DE BEAUENE;210987657;HOSPICES CIVILS DE BEAUNE;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;138.0;74.71;B;;138.0;75.36;138.0;83.64;138.0;81.73;138.0;69.23;138.0;67.28;138.0;63.41;59.4;138.0
210012142;CENTRE HOSPITALIER DE LA HAUTE COTE-D'OR;210987665;CH HCO SITE DE CHATILLON SUR SEINE;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
210012142;CENTRE HOSPITALIER DE LA HAUTE COTE-D'OR;210987673;CH HCO SITE DE MONTBARD;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
210012142;CENTRE HOSPITALIER DE LA HAUTE COTE-D'OR;210987681;CH HCO SITE DE SAULIEU;Bourgogne-Franche-Comté;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
210780706;CENTRE HOSPITALIER ROBERT MORLEVAT SEMUR EN AUXOIS;210987699;CENTRE HOSPITALIER ROBERT MORLEVAT;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;93.0;73.44;C;;93.0;73.08;93.0;81.58;93.0;78.53;93.0;73.89;93.0;62.34;93.0;61.53;54.3;92.0
210987731;CENTRE DE LUTTE CONTRE LE CANCER GEORGES-FRANCOIS LECLERC;210987731;CLCC GEORGES-FRANCOIS LECLERC;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;246.0;80.43;A;;246.0;79.85;246.0;86.65;246.0;86.15;246.0;77.68;246.0;81.97;246.0;69.76;82.4;245.0
220000020;CENTRE HOSPITALIER DE SAINT BRIEUC;220000012;CENTRE HOSPITALIER YVES LE FOLL;Bretagne;1- Obligatoire;1- Oui;483.0;74.43;B;;483.0;74.75;483.0;82.43;483.0;80.55;483.0;72.3;483.0;62.07;483.0;64.14;56.1;483.0
220000046;CENTRE HOSPITALIER DINAN;220000095;CTRE HOSPITALIER DINAN;Bretagne;1- Obligatoire;1- Oui;94.0;72.6;C;;94.0;68.2;94.0;82.48;94.0;79.27;94.0;70.02;94.0;62.45;94.0;65.46;50.5;93.0
220000111;POLYCLINIQUE DU TREGOR;220000111;POLYCLINIQUE DU TREGOR;Bretagne;1- Obligatoire;1- Oui;94.0;78.76;A;;94.0;83.99;94.0;84.46;94.0;84.36;94.0;79.23;94.0;56.7;94.0;67.02;75.5;94.0
220000079;CENTRE HOSPITALIER GUINGAMP;220000343;CENTRE HOSPITALIER GUINGAMP;Bretagne;1- Obligatoire;1- Oui;71.0;78.13;A;;71.0;76.95;71.0;84.93;71.0;83.08;71.0;79.04;71.0;72.62;71.0;66.87;76.1;71.0
220000103;CENTRE HOSPITALIER GENERAL -  LANNION;220000368;CENTRE HOSPITALIER LANNION;Bretagne;1- Obligatoire;1- Oui;182.0;72.1;C;;182.0;72.53;182.0;82.93;182.0;79.12;182.0;69.51;182.0;61.26;182.0;56.74;42.9;182.0
220000152;CENTRE HOSPITALIER GENERAL DE PAIMPOL;220000541;CENTRE HOSPITALIER PAIMPOL;Bretagne;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
220005599;POLYCLINIQUE DU PAYS DE RANCE;220005599;POLYCLINIQUE DU PAYS DE RANCE;Bretagne;1- Obligatoire;1- Oui;73.0;78.46;A;;73.0;80.07;73.0;84.22;73.0;82.56;73.0;77.37;73.0;58.44;73.0;72.37;56.9;72.0
220022800;HOPITAL PRIVE DES COTES D'ARMOR;220022800;HOPITAL PRIVÉ DES COTES D'ARMOR;Bretagne;1- Obligatoire;1- Oui;276.0;78.64;A;;276.0;80.25;276.0;84.13;276.0;83.8;276.0;82.12;276.0;60.04;276.0;68.87;72.1;276.0
230780041;CENTRE HOSPITALIER DE GUERET;230000820;CENTRE HOSPITALIER GUERET;Nouvelle Aquitaine;1- Obligatoire;1- Oui;62.0;72.15;C;;62.0;67.66;62.0;82.18;62.0;77.55;62.0;72.81;62.0;66.12;62.0;59.88;53.2;62.0
230780082;CENTRE MEDICAL NATIONAL ALFRED LEUNE - MGEN;230780082;CENTRE MEDICAL NATIONAL SAINTE FEYRE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
230780157;CLINIQUE DE LA MARCHE GUERET;230780157;CLINIQUE DE LA MARCHE GUERET;Nouvelle Aquitaine;1- Obligatoire;1- Oui;73.0;77.42;A;;73.0;74.62;73.0;83.59;73.0;85.18;73.0;75.16;73.0;64.96;73.0;72.14;69.9;73.0
240000190;SOCIETE ANONYME POLYCLINIQUE FRANCHEVILLE;240000190;POLYCLINIQUE FRANCHEVILLE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;57.0;76.49;B;;57.0;73.05;57.0;82.93;57.0;83.87;57.0;78.97;57.0;55.88;57.0;70.85;52.6;57.0
240000208;CLINIQUE PASTEUR;240000208;CLINIQUE PASTEUR;Nouvelle Aquitaine;1- Obligatoire;1- Oui;69.0;75.78;B;;69.0;75.5;69.0;83.57;69.0;82.99;69.0;75.88;69.0;55.85;69.0;65.29;63.8;69.0
240000216;SA CLINIQUE DU PARC;240000216;CLINIQUE DU PARC;Nouvelle Aquitaine;1- Obligatoire;1- Oui;33.0;82.14;A;;33.0;79.93;33.0;86.89;33.0;85.81;33.0;81.21;33.0;77.98;33.0;76.92;87.9;33.0
240000059;CENTRE HOSPITALIER SAMUEL POZZI;240000372;C.H DE BERGERAC;Nouvelle Aquitaine;1- Obligatoire;2- Non;;;DI;;;;;;;;;;;;;;;
240000117;CENTRE HOSPITALIER DE PERIGUEUX;240000489;CENTRE HOSPITALIER DE PERIGUEUX;Nouvelle Aquitaine;1- Obligatoire;1- Oui;299.0;70.44;D;;299.0;67.44;299.0;79.17;299.0;77.62;299.0;70.42;299.0;56.05;299.0;61.51;45.3;298.0
240000448;CENTRE HOSPITALIER JEAN LECLAIRE;240000687;CENTRE HOSPITALIER SARLAT;Nouvelle Aquitaine;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
250000270;CAPIO CLINIQUE SAINT VINCENT BESANCON;250000270;CAPIO CLINIQUE SAINT VINCENT BESANCON;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;483.0;76.21;B;;483.0;76.84;483.0;82.07;483.0;83.01;483.0;74.28;483.0;60.47;483.0;69.06;66.6;482.0
250000221;CH PAUL NAPPEZ MORTEAU;250000627;CH PAUL NAPPEZ MORTEAU;Bourgogne-Franche-Comté;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
250000452;CHI HC CHI HAUTE COMTE;250000700;CHI HC SITE RIVES DU DOUBS PONTARLIER;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;919.0;74.17;B;;919.0;72.47;919.0;81.63;919.0;78.48;919.0;74.68;919.0;72.2;919.0;62.62;55.8;919.0
900000365;HOPITAL NORD FRANCHE COMTE;250004009;LE MITTAN ANNEXE DU HNFC;Bourgogne-Franche-Comté;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
250000015;CHRU BESANCON;250006954;CHRU JEAN MINJOZ;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;364.0;71.81;C;;364.0;71.14;364.0;80.83;364.0;79.34;364.0;68.94;364.0;52.56;364.0;63.65;54.4;362.0
250011848;HOSPITALIA MUTUALITE POLYCLINIQUE DE FRANCHE COMTE;250011848;POLYCLINIQUE DE FRANCHE COMTE;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;515.0;76.63;B;;515.0;77.35;515.0;82.35;515.0;81.6;515.0;75.59;515.0;72.59;515.0;65.33;62.7;515.0
260000021;CH DE VALENCE;260000013;CH DE VALENCE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;706.0;72.18;C;;706.0;69.73;706.0;80.42;706.0;78.56;706.0;73.56;706.0;60.84;706.0;61.88;54.3;702.0
260016910;HOPITAUX DROME NORD;260000120;HOPITAUX DROME NORD - ROMANS-SUR-ISERE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;363.0;71.68;C;;363.0;71.51;363.0;79.56;363.0;78.03;363.0;74.88;363.0;60.16;363.0;57.31;49.2;362.0
260000047;CH DE MONTELIMAR;260000138;CH PORTES PROVENCE MONTELIMAR;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;39.0;74.63;B;;39.0;69.11;39.0;84.63;39.0;81.59;39.0;74.28;39.0;56.38;39.0;67.52;56.4;39.0
260000054;CENTRE HOSPITALIER DE CREST;260000146;CH DE CREST;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
260016910;HOPITAUX DROME NORD;260000203;HOPITAUX DROME NORD - SAINT-VALLIER;Auvergne-Rhône-Alpes;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
260000088;CH DE NYONS;260000237;CH DE NYONS;Auvergne-Rhône-Alpes;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
260000260;CLINIQUE LA PARISIÈRE;260000260;CLINIQUE LA PARISIERE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;131.0;78.4;A;;131.0;79.27;131.0;84.06;131.0;83.3;131.0;76.47;131.0;69.72;131.0;69.03;64.1;131.0
260000104;CENTRE HOSPITALIER DE DIE;260000286;CH DE DIE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
260003017;CLINIQUE KENNEDY;260003017;CLINIQUE KENNEDY;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;169.0;77.0;B;;169.0;77.42;169.0;84.19;169.0;85.59;169.0;75.18;169.0;51.97;169.0;70.4;58.0;169.0
260006267;CLINIQUE GENERALE VALENCE;260006267;CLINIQUE GENERALE VALENCE;Auvergne-Rhône-Alpes;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
270000060;CENTRE HOSPITALIER DE BERNAY;270000045;CH BERNAY;Normandie;1- Obligatoire;1- Oui;30.0;66.09;D;;30.0;62.66;30.0;77.36;30.0;70.28;30.0;69.89;30.0;60.29;30.0;52.21;36.7;30.0
270000326;CLINIQUE CHIRURGICALE PASTEUR EVREUX;270000326;HOPITAL PRIVE PASTEUR EVREUX;Normandie;1- Obligatoire;1- Oui;146.0;74.79;B;;146.0;77.25;146.0;80.91;146.0;80.9;146.0;74.19;146.0;61.43;146.0;63.49;62.8;145.0
